STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE;REVENUE;NUMBER_OF_SALES;TRANSACTION_DATE;DAY_NAME;MONTH_NAME;HOUR_OF_DAY;DAY_CLASSIFICATION;TRANSACTION_TIME;TIME_CATEGORISATIONS
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;10,5;1;2023/02/26;Sun;Feb;7;Weekend;07:33:36.000;Morning
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/02/28;Tue;Feb;8;Weekday;08:37:45.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/02/28;Tue;Feb;16;Weekday;16:00:55.000;Evening
Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/02/28;Tue;Feb;16;Weekday;16:44:00.000;Evening
Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/02/28;Tue;Feb;17;Weekday;17:16:29.000;Evening
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;8,5;1;2023/03/01;Wed;Mar;8;Weekday;08:40:04.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/03/01;Wed;Mar;10;Weekday;10:24:39.000;Morning
Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/03/01;Wed;Mar;10;Weekday;10:41:35.000;Morning
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/03/01;Wed;Mar;11;Weekday;11:39:28.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/03/01;Wed;Mar;11;Weekday;11:45:11.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;6;1;2023/03/01;Wed;Mar;11;Weekday;11:57:17.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/03/01;Wed;Mar;11;Weekday;11:57:59.000;Morning
Lower Manhattan;Bakery;Almond Croissant;Pastry;3,75;1;2023/03/01;Wed;Mar;13;Weekday;13:41:04.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/03/01;Wed;Mar;15;Weekday;15:29:03.000;Afternoon
Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/03/01;Wed;Mar;17;Weekday;17:25:59.000;Evening
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/03/01;Wed;Mar;17;Weekday;17:56:52.000;Evening
Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/03/01;Wed;Mar;18;Weekday;18:17:09.000;Evening
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/03/01;Wed;Mar;18;Weekday;18:32:06.000;Evening
Astoria;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/03/02;Thu;Mar;12;Weekday;12:18:22.000;Afternoon
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/03/02;Thu;Mar;14;Weekday;14:37:48.000;Afternoon
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;6;1;2023/03/02;Thu;Mar;15;Weekday;15:28:35.000;Afternoon
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;3;1;2023/03/02;Thu;Mar;16;Weekday;16:15:28.000;Evening
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/03/02;Thu;Mar;17;Weekday;17:08:28.000;Evening
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/03/02;Thu;Mar;17;Weekday;17:18:26.000;Evening
Astoria;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/03/02;Thu;Mar;17;Weekday;17:30:49.000;Evening
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/03/02;Thu;Mar;17;Weekday;17:38:39.000;Evening
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/03/02;Thu;Mar;18;Weekday;18:05:28.000;Evening
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/03/02;Thu;Mar;18;Weekday;18:14:57.000;Evening
Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/03/02;Thu;Mar;19;Weekday;19:36:33.000;Evening
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/03/02;Thu;Mar;19;Weekday;19:46:02.000;Evening
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/03/03;Fri;Mar;10;Weekday;10:54:52.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/03/03;Fri;Mar;11;Weekday;11:23:56.000;Morning
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/03/03;Fri;Mar;11;Weekday;11:33:44.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/03/03;Fri;Mar;14;Weekday;14:04:48.000;Afternoon
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/03/03;Fri;Mar;14;Weekday;14:44:43.000;Afternoon
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/03/03;Fri;Mar;14;Weekday;14:47:02.000;Afternoon
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/03/03;Fri;Mar;16;Weekday;16:05:40.000;Evening
Astoria;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/03/03;Fri;Mar;16;Weekday;16:25:47.000;Evening
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/03/03;Fri;Mar;18;Weekday;18:27:26.000;Evening
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/03/03;Fri;Mar;18;Weekday;18:27:27.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/04;Sat;Mar;8;Weekend;08:23:58.000;Morning
Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/03/04;Sat;Mar;8;Weekend;08:44:39.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;2,45;1;2023/03/04;Sat;Mar;14;Weekend;14:20:56.000;Afternoon
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;6;1;2023/03/04;Sat;Mar;15;Weekend;15:03:31.000;Afternoon
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/03/04;Sat;Mar;16;Weekend;16:52:13.000;Evening
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/03/05;Sun;Mar;8;Weekend;08:06:31.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/03/05;Sun;Mar;9;Weekend;09:17:20.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/03/05;Sun;Mar;10;Weekend;10:40:06.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/03/05;Sun;Mar;13;Weekend;13:25:53.000;Afternoon
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/03/05;Sun;Mar;14;Weekend;14:45:05.000;Afternoon
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/03/05;Sun;Mar;15;Weekend;15:50:37.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/03/05;Sun;Mar;16;Weekend;16:19:46.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/03/06;Mon;Mar;7;Weekday;07:06:54.000;Morning
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/03/06;Mon;Mar;9;Weekday;09:00:19.000;Morning
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/03/06;Mon;Mar;10;Weekday;10:36:55.000;Morning
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/03/06;Mon;Mar;11;Weekday;11:36:49.000;Morning
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/03/06;Mon;Mar;11;Weekday;11:54:33.000;Morning
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/03/06;Mon;Mar;14;Weekday;14:47:20.000;Afternoon
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/03/06;Mon;Mar;15;Weekday;15:05:10.000;Afternoon
Astoria;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/03/06;Mon;Mar;15;Weekday;15:26:13.000;Afternoon
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/03/06;Mon;Mar;15;Weekday;15:35:25.000;Afternoon
Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/03/07;Tue;Mar;8;Weekday;08:24:24.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/03/07;Tue;Mar;8;Weekday;08:27:02.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/03/07;Tue;Mar;10;Weekday;10:13:09.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/03/07;Tue;Mar;10;Weekday;10:59:31.000;Morning
Hell's Kitchen;Coffee;Latte;Barista Espresso;3,75;1;2023/03/07;Tue;Mar;12;Weekday;12:38:32.000;Afternoon
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/03/07;Tue;Mar;14;Weekday;14:16:15.000;Afternoon
Hell's Kitchen;Bakery;Oatmeal Scone;Scone;3;1;2023/03/07;Tue;Mar;14;Weekday;14:29:58.000;Afternoon
Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/03/07;Tue;Mar;16;Weekday;16:50:26.000;Evening
Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup;0,8;1;2023/03/07;Tue;Mar;17;Weekday;17:00:35.000;Evening
Hell's Kitchen;Bakery;Oatmeal Scone;Scone;3;1;2023/03/07;Tue;Mar;20;Weekday;20:56:52.000;Night
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/03/08;Wed;Mar;7;Weekday;07:54:54.000;Morning
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/03/08;Wed;Mar;9;Weekday;09:17:30.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/03/08;Wed;Mar;10;Weekday;10:02:21.000;Morning
Astoria;Coffee;Latte;Barista Espresso;7,5;1;2023/03/08;Wed;Mar;10;Weekday;10:20:42.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/03/08;Wed;Mar;10;Weekday;10:50:15.000;Morning
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/03/08;Wed;Mar;11;Weekday;11:21:54.000;Morning
Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/03/08;Wed;Mar;12;Weekday;12:54:11.000;Afternoon
Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea;2,5;1;2023/03/08;Wed;Mar;16;Weekday;16:57:46.000;Evening
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/03/08;Wed;Mar;17;Weekday;17:49:22.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/03/09;Thu;Mar;9;Weekday;09:48:20.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/03/09;Thu;Mar;10;Weekday;10:12:20.000;Morning
Astoria;Bakery;Croissant;Pastry;3,5;1;2023/03/09;Thu;Mar;10;Weekday;10:32:22.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/09;Thu;Mar;13;Weekday;13:12:25.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/03/09;Thu;Mar;14;Weekday;14:00:54.000;Afternoon
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/03/09;Thu;Mar;14;Weekday;14:32:57.000;Afternoon
Lower Manhattan;Bakery;Croissant;Pastry;4,38;1;2023/03/09;Thu;Mar;15;Weekday;15:42:27.000;Afternoon
Hell's Kitchen;Coffee;Espresso shot;Barista Espresso;6;1;2023/03/09;Thu;Mar;19;Weekday;19:20:57.000;Evening
Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/03/10;Fri;Mar;8;Weekday;08:04:16.000;Morning
Hell's Kitchen;Bakery;Oatmeal Scone;Scone;3;1;2023/03/10;Fri;Mar;9;Weekday;09:22:07.000;Morning
Hell's Kitchen;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/03/10;Fri;Mar;9;Weekday;09:29:25.000;Morning
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/03/10;Fri;Mar;9;Weekday;09:38:29.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/03/10;Fri;Mar;9;Weekday;09:47:20.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/03/10;Fri;Mar;10;Weekday;10:11:10.000;Morning
Astoria;Bakery;Croissant;Pastry;3,5;1;2023/03/10;Fri;Mar;10;Weekday;10:28:07.000;Morning
Astoria;Flavours;Hazelnut syrup;Regular syrup;0,8;1;2023/03/10;Fri;Mar;18;Weekday;18:11:22.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/11;Sat;Mar;6;Weekend;06:41:15.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/03/11;Sat;Mar;9;Weekend;09:00:23.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/03/11;Sat;Mar;9;Weekend;09:11:31.000;Morning
Astoria;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/03/11;Sat;Mar;9;Weekend;09:32:07.000;Morning
Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/03/11;Sat;Mar;10;Weekend;10:58:45.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/03/11;Sat;Mar;11;Weekend;11:16:44.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/03/11;Sat;Mar;16;Weekend;16:58:24.000;Evening
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/03/12;Sun;Mar;6;Weekend;06:22:00.000;Morning
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/03/12;Sun;Mar;7;Weekend;07:27:12.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/03/12;Sun;Mar;7;Weekend;07:37:25.000;Morning
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/03/12;Sun;Mar;7;Weekend;07:51:29.000;Morning
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;0,8;1;2023/03/12;Sun;Mar;8;Weekend;08:35:45.000;Morning
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/03/12;Sun;Mar;8;Weekend;08:49:08.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/03/12;Sun;Mar;9;Weekend;09:52:50.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/03/12;Sun;Mar;10;Weekend;10:01:08.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/03/12;Sun;Mar;17;Weekend;17:09:49.000;Evening
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/03/12;Sun;Mar;17;Weekend;17:30:28.000;Evening
Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;6,2;1;2023/03/13;Mon;Mar;7;Weekday;07:21:39.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;2,45;1;2023/03/13;Mon;Mar;7;Weekday;07:26:54.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;7,5;1;2023/03/13;Mon;Mar;7;Weekday;07:41:33.000;Morning
Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/03/13;Mon;Mar;7;Weekday;07:46:08.000;Morning
Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/03/13;Mon;Mar;8;Weekday;08:28:49.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/03/13;Mon;Mar;8;Weekday;08:36:48.000;Morning
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/03/13;Mon;Mar;8;Weekday;08:36:49.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/03/13;Mon;Mar;8;Weekday;08:37:29.000;Morning
Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/03/13;Mon;Mar;11;Weekday;11:22:05.000;Morning
Lower Manhattan;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/03/13;Mon;Mar;12;Weekday;12:13:32.000;Afternoon
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/03/13;Mon;Mar;15;Weekday;15:22:54.000;Afternoon
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/03/13;Mon;Mar;18;Weekday;18:29:29.000;Evening
Lower Manhattan;Coffee;Latte;Barista Espresso;7,5;1;2023/03/14;Tue;Mar;8;Weekday;08:44:43.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/03/14;Tue;Mar;9;Weekday;09:07:52.000;Morning
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/03/14;Tue;Mar;9;Weekday;09:29:55.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/03/14;Tue;Mar;10;Weekday;10:14:19.000;Morning
Hell's Kitchen;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/03/14;Tue;Mar;10;Weekday;10:26:58.000;Morning
Hell's Kitchen;Coffee;Espresso shot;Barista Espresso;3;1;2023/03/14;Tue;Mar;16;Weekday;16:03:29.000;Evening
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/03/14;Tue;Mar;16;Weekday;16:43:52.000;Evening
Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/03/14;Tue;Mar;16;Weekday;16:45:28.000;Evening
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/03/14;Tue;Mar;16;Weekday;16:46:16.000;Evening
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/03/14;Tue;Mar;17;Weekday;17:08:05.000;Evening
Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup;0,8;1;2023/03/14;Tue;Mar;17;Weekday;17:08:58.000;Evening
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/03/14;Tue;Mar;17;Weekday;17:22:27.000;Evening
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/03/14;Tue;Mar;17;Weekday;17:30:44.000;Evening
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/03/14;Tue;Mar;17;Weekday;17:50:36.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/03/15;Wed;Mar;7;Weekday;07:58:54.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/03/15;Wed;Mar;8;Weekday;08:17:53.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/03/15;Wed;Mar;8;Weekday;08:39:14.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/03/15;Wed;Mar;8;Weekday;08:56:09.000;Morning
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/03/15;Wed;Mar;9;Weekday;09:08:47.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/15;Wed;Mar;9;Weekday;09:13:32.000;Morning
Lower Manhattan;Branded;I Need My Bean! Diner mug;Housewares;12;1;2023/03/15;Wed;Mar;9;Weekday;09:51:05.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/03/15;Wed;Mar;10;Weekday;10:33:38.000;Morning
Lower Manhattan;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate;7,6;1;2023/03/15;Wed;Mar;10;Weekday;10:59:19.000;Morning
Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/03/15;Wed;Mar;11;Weekday;11:00:44.000;Morning
Hell's Kitchen;Bakery;Croissant;Pastry;3,5;1;2023/03/15;Wed;Mar;11;Weekday;11:12:08.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/03/15;Wed;Mar;13;Weekday;13:32:18.000;Afternoon
Hell's Kitchen;Coffee;Latte;Barista Espresso;3,75;1;2023/03/15;Wed;Mar;14;Weekday;14:18:45.000;Afternoon
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;2;1;2023/03/15;Wed;Mar;15;Weekday;15:08:45.000;Afternoon
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/03/15;Wed;Mar;15;Weekday;15:58:55.000;Afternoon
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/03/15;Wed;Mar;16;Weekday;16:14:40.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/03/15;Wed;Mar;16;Weekday;16:53:38.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee;6;1;2023/03/15;Wed;Mar;17;Weekday;17:21:52.000;Evening
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/03/16;Thu;Mar;8;Weekday;08:02:25.000;Morning
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/03/16;Thu;Mar;8;Weekday;08:19:09.000;Morning
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/03/16;Thu;Mar;9;Weekday;09:07:45.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/03/16;Thu;Mar;11;Weekday;11:24:40.000;Morning
Astoria;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/03/16;Thu;Mar;12;Weekday;12:27:38.000;Afternoon
Lower Manhattan;Coffee beans;Espresso Roast;Espresso Beans;14,75;1;2023/03/16;Thu;Mar;16;Weekday;16:17:40.000;Evening
Hell's Kitchen;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/03/16;Thu;Mar;16;Weekday;16:27:47.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/03/16;Thu;Mar;19;Weekday;19:59:51.000;Evening
Astoria;Coffee beans;Brazilian - Organic;Organic Beans;18;1;2023/03/16;Thu;Mar;19;Weekday;19:59:51.000;Evening
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/03/17;Fri;Mar;6;Weekday;06:09:55.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/03/17;Fri;Mar;7;Weekday;07:18:54.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/03/17;Fri;Mar;7;Weekday;07:54:00.000;Morning
Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/03/17;Fri;Mar;8;Weekday;08:48:58.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/03/17;Fri;Mar;8;Weekday;08:49:48.000;Morning
Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/03/17;Fri;Mar;8;Weekday;08:51:23.000;Morning
Hell's Kitchen;Bakery;Cranberry Scone;Scone;3,25;1;2023/03/17;Fri;Mar;10;Weekday;10:00:55.000;Morning
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/03/17;Fri;Mar;10;Weekday;10:12:40.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;3;1;2023/03/17;Fri;Mar;10;Weekday;10:32:47.000;Morning
Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/03/17;Fri;Mar;10;Weekday;10:53:51.000;Morning
Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/03/17;Fri;Mar;13;Weekday;13:16:48.000;Afternoon
Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/03/17;Fri;Mar;19;Weekday;19:08:57.000;Evening
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/03/18;Sat;Mar;7;Weekend;07:39:38.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/18;Sat;Mar;8;Weekend;08:00:51.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/03/18;Sat;Mar;8;Weekend;08:11:13.000;Morning
Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/03/18;Sat;Mar;9;Weekend;09:07:20.000;Morning
Astoria;Coffee beans;Organic Decaf Blend;Organic Beans;22,5;1;2023/03/18;Sat;Mar;10;Weekend;10:18:18.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/03/18;Sat;Mar;10;Weekend;10:39:21.000;Morning
Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/03/18;Sat;Mar;11;Weekend;11:44:26.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/03/18;Sat;Mar;13;Weekend;13:28:17.000;Afternoon
Lower Manhattan;Coffee;Espresso shot;Barista Espresso;6;1;2023/03/18;Sat;Mar;16;Weekend;16:20:33.000;Evening
Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/03/19;Sun;Mar;6;Weekend;06:33:30.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/03/19;Sun;Mar;7;Weekend;07:50:41.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/03/19;Sun;Mar;9;Weekend;09:10:01.000;Morning
